Ano,Municipio,TOTAL DE VITIMAS,IDADE,Total CVP,TOTAL DE ENVOLVIDOS,1º série_matrículas,2º série_matrículas,3º série_matrículas,4º série_matrículas,Anos finais_docentes,Anos finais_escolas,Anos iniciais_docentes,Anos iniciais_escolas,Creche_docentes,Creche_escolas,Creche_matrículas,Ensino fundamental_docentes,Ensino fundamental_escolas,Ensino fundamental_matrículas,Ensino infantil_docentes,Ensino infantil_escolas,Ensino infantil_matrículas,Ensino médio_docentes,Ensino médio_escolas,Ensino médio_matrículas,Estadual_docentes,Estadual_escolas,Estadual_matrículas,Federal_docentes,Federal_escolas,Federal_matrículas,Municipal_docentes,Municipal_escolas,Municipal_matrículas,Não seriada_matrículas,Privado_docentes,Privado_escolas,Privado_matrículas,Pré-escolar_docentes,Pré-escolar_escolas,Pré-escolar_matrículas,IDEB
2017,caruaru,241,28.42738589211618,8240,2201,5007.0,4063.0,3608.0,0.0,973.0,75.0,1022.0,192.0,196.0,80.0,3305.0,1895.0,205.0,49791.0,561.0,165.0,11269.0,614.0,33.0,13495.0,74.0,5.5,1578.0,0.0,0.0,367.0,338.75,61.5,3349.2727272727275,817.0,292.25,63.25,1653.142857142857,396.0,163.0,7964.0,4.933333333333334
2017,casinhas,13,37.92307692307692,35,31,98.0,132.0,92.0,0.0,54.0,4.0,61.0,18.0,28.0,16.0,333.0,113.0,18.0,1967.0,58.0,17.0,679.0,20.0,1.0,352.0,0.0,0.0,88.0,0.0,0.0,0.0,44.25,13.75,240.54545454545453,30.0,0.0,0.0,0.0,34.0,17.0,346.0,4.4
2017,catende,24,28.666666666666668,77,70,466.0,411.0,377.0,84.0,149.0,13.0,148.0,33.0,23.0,21.0,365.0,276.0,36.0,5796.0,71.0,33.0,1437.0,71.0,6.0,1338.0,28.0,2.0,202.625,0.0,0.0,0.0,66.5,19.5,439.0,0.0,20.5,4.75,113.0,48.0,32.0,1072.0,4.1
2017,cedro,5,40.2,14,45,185.0,111.0,124.0,0.0,54.0,5.0,44.0,13.0,13.0,7.0,193.0,90.0,14.0,1845.0,28.0,12.0,528.0,21.0,2.0,420.0,5.5,1.0,64.625,0.0,0.0,0.0,22.5,6.75,173.63636363636363,0.0,7.5,1.75,36.6,15.0,11.0,335.0,4.9
2017,condado,17,26.705882352941178,230,66,329.0,266.0,236.0,0.0,90.0,6.0,78.0,12.0,9.0,6.0,161.0,155.0,14.0,4044.0,45.0,13.0,1031.0,56.0,4.0,831.0,12.0,1.0,223.0,0.0,0.0,0.0,31.0,5.25,312.3636363636364,0.0,21.25,3.75,112.71428571428571,37.0,13.0,870.0,4.3
2017,correntes,4,47.5,23,66,249.0,135.0,97.0,0.0,49.0,2.0,68.0,24.0,8.0,19.0,256.0,117.0,25.0,2399.0,31.0,25.0,678.0,23.0,2.0,481.0,0.0,0.0,160.33333333333334,0.0,0.0,0.0,34.5,16.25,267.8181818181818,0.0,3.3333333333333335,1.0,18.714285714285715,23.0,23.0,422.0,4.1
2017,cupira,39,24.076923076923077,411,49,303.0,257.0,252.0,0.0,104.0,11.0,81.0,28.0,31.0,8.0,395.0,175.0,30.0,3755.0,64.0,29.0,1073.0,39.0,3.0,812.0,16.0,1.0,157.42857142857142,0.0,0.0,0.0,40.5,11.25,300.6363636363636,0.0,22.5,7.25,87.92857142857143,38.0,28.0,678.0,4.766666666666667
2017,dormentes,7,30.285714285714285,5,19,235.0,157.0,198.0,0.0,67.0,5.0,57.0,18.0,6.0,6.0,117.0,122.0,19.0,2671.0,23.0,18.0,577.0,27.0,2.0,590.0,0.0,0.0,196.66666666666666,0.0,0.0,0.0,34.5,11.0,286.72727272727275,0.0,4.5,1.0,13.428571428571429,17.0,18.0,460.0,6.2
2017,escada,48,29.875,648,141,930.0,967.0,736.0,20.0,262.0,22.0,256.0,61.0,27.0,29.0,488.0,477.0,67.0,10608.0,142.0,60.0,2596.0,131.0,7.0,2902.0,22.0,2.0,424.7142857142857,0.0,0.0,0.0,96.0,21.5,741.8181818181819,249.0,67.75,20.75,355.2142857142857,119.0,59.0,2108.0,4.0
2017,exu,13,37.0,30,57,575.0,507.0,442.0,7.0,187.0,9.0,136.0,53.0,20.0,7.0,309.0,302.0,56.0,5717.0,61.0,40.0,1179.0,85.0,3.0,1593.0,32.5,2.0,260.8,0.0,0.0,0.0,72.5,24.5,505.09090909090907,62.0,8.5,1.75,36.111111111111114,41.0,40.0,870.0,4.766666666666667
2017,feira nova,9,31.0,242,61,253.0,252.0,234.0,0.0,69.0,5.0,75.0,14.0,14.0,5.0,183.0,144.0,16.0,3284.0,45.0,14.0,774.0,37.0,2.0,884.0,9.0,1.0,186.2,0.0,0.0,0.0,35.75,6.0,304.45454545454544,145.0,13.0,4.0,94.57142857142857,32.0,13.0,591.0,5.2
2017,ferreiros,4,33.75,56,25,109.0,97.0,94.0,0.0,40.0,4.0,40.0,9.0,14.0,7.0,244.0,79.0,9.0,1726.0,26.0,8.0,484.0,16.0,1.0,300.0,2.0,1.0,80.75,0.0,0.0,0.0,18.0,4.0,158.45454545454547,0.0,8.0,2.75,49.333333333333336,12.0,8.0,240.0,4.3
2017,flores,4,45.75,21,43,237.0,264.0,200.0,0.0,90.0,8.0,71.0,25.0,15.0,22.0,222.0,158.0,27.0,3243.0,45.0,24.0,770.0,35.0,3.0,701.0,25.0,2.0,184.0,0.0,0.0,0.0,40.5,17.5,284.0,0.0,5.5,1.75,37.75,30.0,24.0,548.0,5.133333333333334
2017,floresta,18,36.05555555555556,140,156,524.0,416.0,381.0,63.0,163.0,15.0,152.0,55.0,94.0,16.0,677.0,304.0,58.0,5291.0,142.0,60.0,1581.0,130.0,8.0,1395.0,27.0,4.666666666666667,159.6,0.0,0.0,63.75,76.75,26.25,414.72727272727275,11.0,22.0,4.0,96.0,49.0,49.0,904.0,4.666666666666667
2017,frei miguelinho,4,26.0,102,7,234.0,265.0,194.0,0.0,65.0,5.0,38.0,17.0,7.0,13.0,154.0,102.0,18.0,1790.0,28.0,17.0,477.0,29.0,2.0,762.0,7.0,1.0,164.8,0.0,0.0,0.0,31.0,12.75,200.45454545454547,69.0,0.0,0.0,0.0,21.0,17.0,323.0,4.7
2017,gameleira,25,29.72,156,45,238.0,208.0,168.0,10.0,57.0,5.0,106.0,27.0,24.0,6.0,313.0,156.0,29.0,3430.0,77.0,27.0,1033.0,28.0,2.0,659.0,7.0,1.0,117.66666666666667,0.0,0.0,0.0,42.5,13.25,303.1818181818182,35.0,17.5,2.5,98.27272727272727,54.0,26.0,720.0,3.5
2017,garanhuns,61,30.75409836065574,1278,613,2293.0,2014.0,1596.0,75.0,428.0,33.0,516.0,87.0,95.0,39.0,1348.0,910.0,95.0,22484.0,278.0,72.0,5021.0,312.0,19.0,6025.0,56.0,4.5,774.3333333333334,0.0,0.0,153.5,151.5,23.25,1389.3636363636363,47.0,140.0,32.0,761.7142857142857,197.0,71.0,3673.0,4.8
2017,goiana,38,29.026315789473685,1007,437,1264.0,1108.0,780.0,40.0,271.0,24.0,314.0,56.0,103.0,45.0,1298.0,541.0,62.0,12015.0,237.0,60.0,3760.0,169.0,11.0,3236.0,38.0,2.0,414.44444444444446,0.0,0.0,0.0,104.5,24.25,823.1818181818181,44.0,97.25,20.5,444.7142857142857,142.0,56.0,2462.0,4.1000000000000005
2017,granito,1,32.0,4,8,72.0,58.0,82.0,0.0,34.0,5.0,40.0,4.0,8.0,7.0,149.0,73.0,5.0,1455.0,25.0,8.0,439.0,21.0,2.0,250.0,9.0,1.0,59.25,0.0,0.0,0.0,22.75,5.75,151.8181818181818,38.0,0.0,0.0,0.0,17.0,8.0,290.0,5.266666666666667
2017,iati,7,30.285714285714285,35,22,318.0,188.0,178.0,0.0,72.0,3.0,89.0,15.0,22.0,12.0,236.0,154.0,16.0,3307.0,52.0,15.0,801.0,22.0,1.0,684.0,0.0,0.0,228.0,0.0,0.0,0.0,50.5,10.25,353.1818181818182,0.0,5.5,1.0,20.272727272727273,39.0,15.0,565.0,4.6
2017,ibimirim,15,34.8,44,80,371.0,312.0,183.0,47.0,119.0,13.0,110.0,21.0,13.0,12.0,245.0,223.0,25.0,4675.0,51.0,21.0,975.0,56.0,4.0,1093.0,35.666666666666664,5.0,198.33333333333334,0.0,0.0,0.0,41.5,12.25,318.8181818181818,180.0,5.333333333333333,1.0,26.1,38.0,21.0,730.0,4.833333333333333
2017,ibirajuba,3,44.0,44,10,68.0,78.0,47.0,15.0,40.0,2.0,31.0,11.0,6.0,3.0,96.0,69.0,11.0,1092.0,14.0,11.0,275.0,11.0,1.0,208.0,0.0,0.0,52.0,0.0,0.0,0.0,21.25,6.75,124.27272727272727,0.0,0.0,0.0,0.0,8.0,11.0,179.0,5.1
2017,igarassu,90,27.955555555555556,2344,405,1459.0,1170.0,999.0,0.0,322.0,28.0,385.0,67.0,34.0,16.0,678.0,676.0,78.0,16286.0,174.0,64.0,3792.0,162.0,9.0,3720.0,87.0,6.0,682.5,0.0,0.0,0.0,124.0,22.75,1031.8181818181818,92.0,78.5,19.0,465.8666666666667,144.0,62.0,3114.0,4.466666666666667
2017,ipojuca,131,28.297709923664122,803,368,1217.0,1086.0,828.0,0.0,310.0,18.0,378.0,77.0,71.0,43.0,1264.0,678.0,84.0,16004.0,222.0,75.0,4428.0,140.0,9.0,3232.0,8.0,1.0,475.85714285714283,0.0,0.0,0.0,187.5,42.0,1586.3636363636363,101.0,43.5,10.0,205.92857142857142,167.0,72.0,3164.0,4.5
2017,ipubi,9,36.111111111111114,41,70,502.0,500.0,483.0,103.0,139.0,9.0,138.0,42.0,14.0,5.0,187.0,257.0,43.0,5717.0,46.0,38.0,1126.0,66.0,4.0,1666.0,17.5,2.0,214.0,0.0,0.0,0.0,63.5,20.25,525.6363636363636,78.0,11.25,2.0,33.90909090909091,33.0,37.0,939.0,4.7
2017,itacuruba,2,35.5,11,9,56.0,48.0,39.0,16.0,23.0,2.0,20.0,7.0,22.0,4.0,161.0,43.0,8.0,873.0,36.0,5.0,343.0,16.0,1.0,159.0,2.6666666666666665,1.0,17.692307692307693,0.0,0.0,0.0,17.75,3.25,104.0909090909091,0.0,0.0,0.0,0.0,14.0,4.0,182.0,4.4
2017,itapetim,8,29.0,30,35,138.0,78.0,88.0,0.0,50.0,4.0,62.0,13.0,9.0,5.0,164.0,106.0,13.0,2118.0,31.0,13.0,625.0,15.0,1.0,304.0,0.0,0.0,101.33333333333333,0.0,0.0,0.0,29.75,7.25,222.1818181818182,0.0,6.0,1.5,29.9,22.0,13.0,461.0,5.3
2017,itapissuma,22,31.0,330,73,403.0,257.0,243.0,0.0,86.0,7.0,93.0,14.0,14.0,8.0,203.0,176.0,18.0,3719.0,53.0,12.0,867.0,56.0,4.0,903.0,35.0,2.0,210.0,0.0,0.0,0.0,36.25,5.75,274.8181818181818,0.0,14.75,4.0,71.14285714285714,40.0,12.0,664.0,4.75
2017,itaquitinga,5,32.8,82,30,145.0,175.0,68.0,0.0,55.0,6.0,67.0,14.0,8.0,7.0,184.0,116.0,15.0,2620.0,36.0,11.0,725.0,33.0,2.0,479.0,12.0,1.0,97.42857142857143,0.0,0.0,0.0,24.0,5.5,228.0909090909091,91.0,14.5,3.75,57.54545454545455,29.0,11.0,541.0,3.6
2017,jaqueira,7,30.0,39,20,183.0,111.0,100.0,23.0,53.0,9.0,51.0,20.0,15.0,17.0,261.0,102.0,20.0,2094.0,37.0,21.0,568.0,18.0,1.0,417.0,0.0,0.0,104.25,0.0,0.0,0.0,30.25,15.0,222.63636363636363,0.0,5.75,1.5,21.3,23.0,20.0,307.0,4.4
2017,joaquim nabuco,4,23.25,85,62,209.0,148.0,101.0,0.0,43.0,1.0,74.0,16.0,1.0,1.0,12.0,116.0,17.0,2521.0,24.0,17.0,430.0,21.0,1.0,458.0,0.0,0.0,152.66666666666666,0.0,0.0,0.0,41.0,9.333333333333334,270.2,0.0,7.0,2.3333333333333335,35.57142857142857,23.0,17.0,418.0,4.3
2017,jucati,4,31.75,33,16,188.0,118.0,88.0,0.0,44.0,1.0,56.0,11.0,18.0,2.0,129.0,100.0,11.0,2077.0,35.0,9.0,443.0,17.0,1.0,394.0,0.0,0.0,131.33333333333334,0.0,0.0,0.0,33.75,5.25,229.0909090909091,0.0,0.0,0.0,0.0,17.0,7.0,314.0,5.5
2017,jupi,9,35.888888888888886,156,15,179.0,110.0,114.0,0.0,74.0,2.0,60.0,11.0,41.0,10.0,570.0,121.0,11.0,2715.0,67.0,14.0,1046.0,16.0,1.0,403.0,0.0,0.0,134.33333333333334,0.0,0.0,0.0,45.25,7.0,314.6363636363636,0.0,7.333333333333333,1.5,27.272727272727273,26.0,11.0,476.0,5.6
2017,jurema,8,33.5,92,18,195.0,221.0,135.0,0.0,56.0,2.0,73.0,19.0,19.0,4.0,283.0,127.0,19.0,2320.0,41.0,12.0,697.0,23.0,1.0,608.0,0.0,0.0,152.0,0.0,0.0,0.0,41.0,8.5,260.3636363636364,57.0,4.5,1.0,21.857142857142858,23.0,12.0,414.0,4.8
2017,lagoa do carro,20,34.75,135,57,145.0,165.0,157.0,0.0,54.0,3.0,51.0,15.0,13.0,10.0,259.0,105.0,15.0,2385.0,38.0,13.0,749.0,18.0,1.0,467.0,0.0,0.0,155.66666666666666,0.0,0.0,0.0,29.0,8.25,235.0,0.0,8.0,1.75,49.90909090909091,25.0,12.0,490.0,4.5
2017,lagoa do ouro,2,27.0,17,25,164.0,94.0,111.0,0.0,83.0,3.0,46.0,28.0,10.0,17.0,206.0,129.0,28.0,2502.0,45.0,29.0,555.0,19.0,1.0,369.0,0.0,0.0,123.0,0.0,0.0,0.0,40.5,18.0,261.27272727272725,0.0,6.0,2.0,30.5,35.0,28.0,349.0,4.5
2017,lagoa dos gatos,13,28.307692307692307,59,16,148.0,133.0,99.0,0.0,69.0,3.0,52.0,27.0,6.0,24.0,220.0,116.0,27.0,2157.0,21.0,27.0,595.0,22.0,1.0,380.0,0.0,0.0,126.66666666666667,0.0,0.0,0.0,31.0,19.25,228.45454545454547,0.0,5.0,1.0,23.9,15.0,27.0,375.0,4.6
2017,lagoa grande,12,31.583333333333332,53,83,355.0,364.0,263.0,0.0,99.0,8.0,92.0,23.0,39.0,5.0,342.0,183.0,26.0,4216.0,66.0,25.0,1124.0,52.0,3.0,1096.0,34.0,2.0,248.375,0.0,0.0,0.0,46.5,11.25,357.3636363636364,114.0,11.5,3.25,47.09090909090909,31.0,24.0,782.0,5.5
2017,lajedo,28,24.142857142857142,617,65,661.0,474.0,285.0,0.0,188.0,19.0,185.0,39.0,57.0,35.0,856.0,367.0,39.0,7100.0,133.0,39.0,2081.0,65.0,5.0,1420.0,0.0,0.0,432.6666666666667,0.0,0.0,0.0,102.5,27.25,694.4545454545455,0.0,27.0,5.25,118.85714285714286,79.0,37.0,1225.0,3.9
2017,limoeiro,25,35.12,537,190,1096.0,1045.0,906.0,44.0,229.0,20.0,239.0,39.0,48.0,14.0,561.0,421.0,43.0,8426.0,135.0,36.0,1999.0,159.0,11.0,3091.0,28.0,3.0,389.6666666666667,0.0,0.0,0.0,77.75,13.0,511.54545454545456,0.0,65.25,12.25,313.0,89.0,34.0,1438.0,5.233333333333333
2017,macaparana,10,30.1,97,51,406.0,269.0,332.0,0.0,106.0,12.0,85.0,22.0,30.0,20.0,509.0,180.0,24.0,3754.0,62.0,23.0,1150.0,54.0,4.0,1029.0,16.5,2.0,191.77777777777777,0.0,0.0,0.0,45.25,15.75,326.8181818181818,22.0,11.0,2.5,55.63636363636363,32.0,23.0,641.0,4.566666666666666
2017,machados,10,32.8,54,16,157.0,123.0,128.0,0.0,37.0,4.0,52.0,11.0,5.0,7.0,104.0,77.0,12.0,1676.0,24.0,11.0,426.0,14.0,1.0,408.0,0.0,0.0,136.0,0.0,0.0,0.0,20.75,6.25,169.8181818181818,0.0,8.5,1.75,21.272727272727273,19.0,10.0,322.0,4.7
2017,manari,4,51.75,6,25,301.0,296.0,184.0,0.0,99.0,4.0,89.0,36.0,5.0,17.0,131.0,187.0,36.0,3652.0,30.0,35.0,666.0,24.0,1.0,796.0,0.0,0.0,199.0,0.0,0.0,0.0,54.5,23.0,392.54545454545456,15.0,0.0,0.0,0.0,25.0,35.0,535.0,2.9
2017,maraial,9,24.0,20,14,79.0,85.0,53.0,25.0,43.0,2.0,48.0,13.0,0.0,0.0,0.0,90.0,13.0,1869.0,12.0,12.0,268.0,15.0,1.0,242.0,0.0,0.0,60.5,0.0,0.0,0.0,34.333333333333336,9.0,213.7,0.0,0.0,0.0,0.0,12.0,12.0,268.0,4.0
2017,mirandiba,4,41.25,24,66,188.0,208.0,176.0,0.0,80.0,4.0,49.0,32.0,10.0,1.0,221.0,127.0,34.0,2605.0,35.0,13.0,668.0,33.0,3.0,620.0,18.5,2.0,96.14285714285714,0.0,0.0,0.0,30.75,10.0,224.0909090909091,48.0,4.0,1.5,13.666666666666666,25.0,12.0,447.0,4.0
2017,moreno,53,30.62264150943396,697,95,784.0,619.0,526.0,0.0,151.0,14.0,204.0,41.0,10.0,9.0,229.0,333.0,43.0,7897.0,95.0,39.0,1973.0,105.0,8.0,1929.0,7.0,1.0,457.75,0.0,0.0,0.0,64.25,14.25,591.2727272727273,0.0,47.5,11.25,247.42857142857142,86.0,39.0,1744.0,4.0
2017,olinda,162,26.61111111111111,8409,1894,4838.0,4242.0,3382.0,50.0,1246.0,101.0,1331.0,188.0,195.0,87.0,2813.0,2439.0,219.0,48575.0,625.0,161.0,10309.0,926.0,57.0,12820.0,272.5,19.0,1715.8333333333333,0.0,0.0,0.0,247.75,34.75,1897.6363636363637,308.0,438.25,89.5,2016.0,467.0,159.0,7496.0,4.366666666666666
2017,ouricuri,13,32.38461538461539,117,165,955.0,772.0,744.0,99.0,303.0,27.0,281.0,71.0,21.0,8.0,294.0,541.0,76.0,11317.0,108.0,64.0,2053.0,149.0,6.0,2842.0,37.0,2.5,422.0,0.0,0.0,42.5,127.5,36.75,916.9090909090909,272.0,29.25,4.5,124.0,89.0,64.0,1759.0,4.033333333333334
2017,palmares,32,30.90625,279,167,1106.0,947.0,798.0,65.0,223.0,19.0,214.0,63.0,71.0,21.0,655.0,403.0,69.0,9481.0,139.0,65.0,2295.0,188.0,14.0,2916.0,16.0,2.0,516.0,0.0,0.0,0.0,82.25,27.0,688.5454545454545,0.0,63.5,14.25,302.53333333333336,74.0,64.0,1640.0,4.8
2017,palmeirina,2,21.5,11,9,104.0,73.0,72.0,0.0,34.0,1.0,31.0,14.0,11.0,1.0,131.0,64.0,15.0,1391.0,20.0,14.0,389.0,13.0,1.0,249.0,0.0,0.0,83.0,0.0,0.0,0.0,20.5,6.75,153.1818181818182,0.0,1.6666666666666667,1.0,15.833333333333334,10.0,13.0,258.0,3.5
2017,panelas,18,29.666666666666668,180,51,421.0,529.0,436.0,24.0,104.0,6.0,100.0,41.0,23.0,33.0,505.0,199.0,41.0,3821.0,58.0,37.0,1244.0,45.0,2.0,1440.0,0.0,0.0,288.0,0.0,0.0,0.0,58.0,27.5,414.6363636363636,30.0,9.25,1.75,45.81818181818182,36.0,37.0,739.0,7.1
2017,paranatama,5,37.2,29,36,208.0,121.0,107.0,0.0,72.0,2.0,47.0,29.0,4.0,1.0,75.0,118.0,30.0,2366.0,21.0,21.0,526.0,18.0,1.0,436.0,0.0,0.0,145.33333333333334,0.0,0.0,0.0,35.0,13.0,262.90909090909093,0.0,0.0,0.0,0.0,17.0,20.0,451.0,5.0
2017,parnamirim,9,30.88888888888889,33,60,331.0,360.0,340.0,0.0,92.0,5.0,62.0,25.0,16.0,4.0,303.0,145.0,27.0,3272.0,47.0,18.0,861.0,40.0,2.0,1031.0,23.0,2.0,249.0,0.0,0.0,0.0,41.75,11.5,318.8181818181818,0.0,4.0,1.0,23.285714285714285,31.0,17.0,558.0,4.7
2017,passira,8,34.0,85,62,322.0,374.0,351.0,0.0,107.0,5.0,94.0,22.0,12.0,10.0,269.0,198.0,22.0,4128.0,49.0,25.0,1040.0,43.0,3.0,1149.0,4.5,1.0,178.28571428571428,0.0,0.0,0.0,55.25,12.0,413.54545454545456,102.0,8.0,2.3333333333333335,74.28571428571429,38.0,20.0,771.0,5.1
2017,paudalho,57,29.035087719298247,713,218,724.0,643.0,525.0,12.0,175.0,11.0,218.0,38.0,12.0,11.0,181.0,379.0,42.0,8711.0,86.0,38.0,1745.0,95.0,6.0,1904.0,31.0,2.0,297.75,0.0,0.0,0.0,107.0,18.0,794.9,0.0,35.0,10.5,184.45454545454547,75.0,38.0,1564.0,4.033333333333333
2017,paulista,210,26.247619047619047,5330,1344,4020.0,3401.0,3062.0,0.0,834.0,80.0,994.0,147.0,138.0,72.0,2355.0,1715.0,159.0,36300.0,469.0,134.0,8724.0,622.0,42.0,10713.0,121.0,9.0,1057.4615384615386,0.0,0.0,0.0,194.25,25.25,1471.2727272727273,230.0,332.5,78.0,1843.2857142857142,355.0,132.0,6369.0,4.533333333333334
2017,pedra,10,34.0,39,81,237.0,188.0,152.0,0.0,93.0,8.0,84.0,22.0,11.0,19.0,287.0,175.0,25.0,3433.0,38.0,21.0,822.0,45.0,2.0,577.0,36.0,2.0,172.0,0.0,0.0,0.0,40.25,14.75,295.90909090909093,0.0,7.666666666666667,3.0,53.285714285714285,27.0,21.0,535.0,4.55
2017,pesqueira,28,30.107142857142858,455,94,964.0,849.0,770.0,48.0,336.0,29.0,307.0,97.0,69.0,58.0,1188.0,556.0,99.0,10093.0,173.0,96.0,3135.0,209.0,11.0,3055.0,71.33333333333333,19.75,367.0,0.0,0.0,380.0,109.75,40.75,664.0,424.0,47.0,9.25,194.78571428571428,111.0,95.0,1947.0,4.3999999999999995
2017,petrolina,127,31.244094488188978,2864,1654,6164.0,5378.0,4691.0,208.0,1292.0,96.0,1075.0,141.0,659.0,185.0,10163.0,2251.0,185.0,57788.0,1028.0,240.0,20402.0,1055.0,55.0,17029.0,326.5,20.0,2128.846153846154,0.0,0.0,163.2,350.75,55.5,3859.7272727272725,588.0,358.75,76.75,1733.642857142857,405.0,147.0,10239.0,5.3999999999999995
2017,pombos,18,27.5,262,59,257.0,244.0,164.0,8.0,96.0,4.0,87.0,35.0,19.0,41.0,533.0,179.0,37.0,3863.0,60.0,43.0,1274.0,26.0,1.0,673.0,0.0,0.0,168.25,0.0,0.0,0.0,46.25,23.75,367.6363636363636,0.0,15.0,9.0,156.14285714285714,41.0,42.0,741.0,4.2
2017,primavera,11,28.818181818181817,43,20,115.0,113.0,58.0,25.0,36.0,2.0,56.0,16.0,7.0,4.0,156.0,92.0,16.0,1939.0,27.0,17.0,539.0,22.0,1.0,311.0,0.0,0.0,77.75,0.0,0.0,0.0,22.25,7.0,185.36363636363637,0.0,11.666666666666666,3.3333333333333335,62.714285714285715,21.0,16.0,383.0,3.9
2017,quixaba,1,18.0,2,10,177.0,168.0,84.0,0.0,59.0,4.0,44.0,9.0,4.0,3.0,70.0,100.0,9.0,2167.0,17.0,8.0,330.0,26.0,2.0,429.0,10.0,1.0,99.44444444444444,0.0,0.0,0.0,25.5,5.5,184.63636363636363,0.0,0.0,0.0,0.0,13.0,8.0,260.0,5.95
2017,recife,738,28.227642276422763,41039,9752,22949.0,20496.0,18507.0,1010.0,4288.0,317.0,4872.0,633.0,1233.0,461.0,18438.0,8702.0,748.0,185408.0,2906.0,687.0,50084.0,3695.0,203.0,66491.0,568.0,39.666666666666664,6245.6,86.0,2.0,366.875,925.0,128.5,7431.636363636364,3529.0,1767.0,350.75,8241.066666666668,1898.0,627.0,31646.0,5.3
2017,riacho das almas,9,32.77777777777778,86,36,221.0,194.0,169.0,25.0,85.0,9.0,86.0,28.0,16.0,5.0,184.0,168.0,28.0,3197.0,40.0,27.0,791.0,31.0,2.0,609.0,0.0,0.0,151.0,0.0,0.0,0.0,40.25,13.25,305.09090909090907,0.0,14.5,4.0,53.083333333333336,26.0,27.0,607.0,4.5
2017,rio formoso,20,24.95,100,10,325.0,313.0,211.0,21.0,77.0,4.0,86.0,20.0,23.0,19.0,474.0,153.0,20.0,3872.0,54.0,21.0,1183.0,43.0,3.0,870.0,0.0,0.0,217.5,0.0,0.0,0.0,43.5,12.75,403.0,0.0,11.0,2.75,56.54545454545455,31.0,19.0,709.0,3.9
2017,salgueiro,19,31.63157894736842,223,401,1097.0,853.0,794.0,77.0,208.0,22.0,239.0,37.0,55.0,16.0,698.0,431.0,45.0,10310.0,155.0,31.0,2949.0,221.0,14.0,3125.0,42.333333333333336,7.333333333333333,413.0,0.0,0.0,63.5,81.25,12.25,686.3636363636364,304.0,41.0,8.25,199.85714285714286,104.0,29.0,2251.0,4.499999999999999
2017,santa cruz,3,32.333333333333336,29,9,163.0,101.0,131.0,0.0,53.0,4.0,57.0,16.0,16.0,3.0,176.0,106.0,17.0,2208.0,35.0,13.0,524.0,19.0,1.0,395.0,0.0,0.0,131.66666666666666,0.0,0.0,0.0,36.25,9.0,248.36363636363637,0.0,0.0,0.0,0.0,19.0,13.0,348.0,4.9
2017,santa cruz da baixa verde,6,38.0,23,31,120.0,145.0,58.0,9.0,44.0,4.0,41.0,10.0,12.0,6.0,227.0,85.0,11.0,1803.0,25.0,10.0,550.0,23.0,2.0,332.0,13.0,1.0,78.125,0.0,0.0,0.0,22.5,6.5,175.8181818181818,0.0,2.6666666666666665,1.0,18.0,13.0,10.0,323.0,5.000000000000001
2017,santa cruz do capibaribe,65,28.53846153846154,3041,232,1568.0,1378.0,1136.0,24.0,289.0,28.0,339.0,37.0,110.0,25.0,1391.0,596.0,41.0,14975.0,228.0,32.0,4206.0,210.0,12.0,4106.0,62.0,4.0,654.75,0.0,0.0,0.0,110.0,11.0,957.9090909090909,0.0,99.5,17.25,536.5714285714286,125.0,27.0,2815.0,5.066666666666666
2017,santa filomena,4,32.5,9,7,206.0,197.0,164.0,0.0,66.0,5.0,48.0,17.0,6.0,3.0,103.0,114.0,19.0,2310.0,21.0,16.0,412.0,30.0,1.0,675.0,0.0,0.0,168.75,0.0,0.0,0.0,33.75,10.25,247.45454545454547,108.0,0.0,0.0,0.0,15.0,16.0,309.0,4.7
2017,santa maria da boa vista,24,33.708333333333336,75,96,665.0,618.0,587.0,9.0,244.0,24.0,185.0,49.0,24.0,11.0,369.0,379.0,55.0,8154.0,77.0,53.0,1495.0,115.0,5.0,1964.0,69.0,4.0,341.44444444444446,0.0,0.0,68.0,95.75,28.5,692.4545454545455,85.0,18.75,4.25,77.72727272727273,56.0,51.0,1126.0,3.9
2017,santa terezinha,5,39.8,17,19,135.0,131.0,98.0,0.0,45.0,3.0,38.0,13.0,3.0,9.0,119.0,78.0,13.0,1748.0,20.0,9.0,421.0,15.0,1.0,364.0,0.0,0.0,121.33333333333333,0.0,0.0,0.0,21.5,7.5,177.9090909090909,0.0,4.5,1.0,19.272727272727273,17.0,9.0,302.0,4.8
2017,serra talhada,39,31.256410256410255,323,581,1294.0,1113.0,1015.0,0.0,279.0,25.0,300.0,76.0,87.0,15.0,1055.0,549.0,85.0,12706.0,182.0,79.0,3445.0,225.0,13.0,3422.0,57.0,3.5,686.125,0.0,0.0,41.0,125.75,39.0,974.8181818181819,0.0,42.75,8.0,234.21428571428572,101.0,79.0,2390.0,4.8999999999999995
2017,serrita,2,44.0,25,47,227.0,226.0,195.0,0.0,63.0,5.0,67.0,20.0,20.0,2.0,373.0,130.0,21.0,2931.0,46.0,20.0,921.0,26.0,1.0,727.0,0.0,0.0,181.75,0.0,0.0,0.0,42.25,10.75,338.72727272727275,79.0,3.5,1.0,21.0,26.0,18.0,548.0,5.1
