Ano,Municipio,TOTAL DE VITIMAS,IDADE,Total CVP,TOTAL DE ENVOLVIDOS,1º série_matrículas,2º série_matrículas,3º série_matrículas,4º série_matrículas,Anos finais_docentes,Anos finais_escolas,Anos iniciais_docentes,Anos iniciais_escolas,Creche_docentes,Creche_escolas,Creche_matrículas,Ensino fundamental_docentes,Ensino fundamental_escolas,Ensino fundamental_matrículas,Ensino infantil_docentes,Ensino infantil_escolas,Ensino infantil_matrículas,Ensino médio_docentes,Ensino médio_escolas,Ensino médio_matrículas,Estadual_docentes,Estadual_escolas,Estadual_matrículas,Federal_docentes,Federal_escolas,Federal_matrículas,Municipal_docentes,Municipal_escolas,Municipal_matrículas,Não seriada_matrículas,Privado_docentes,Privado_escolas,Privado_matrículas,Pré-escolar_docentes,Pré-escolar_escolas,Pré-escolar_matrículas,IDEB
2015,lagoa dos gatos,4,23.75,26,37,174.0,171.0,108.0,0.0,55.0,3.0,65.0,27.0,5.0,20.0,134.0,117.0,27.0,2355.0,18.0,27.0,565.0,24.0,1.0,453.0,0.0,0.0,151.0,0.0,0.0,0.0,29.0,18.25,243.0,0.0,6.0,1.0,22.454545454545453,14.0,27.0,431.0,4.7
2015,lagoa grande,3,36.666666666666664,32,79,373.0,301.0,289.0,0.0,108.0,8.0,107.0,24.0,31.0,20.0,495.0,205.0,26.0,4402.0,57.0,26.0,966.0,60.0,3.0,1108.0,35.0,2.0,245.25,0.0,0.0,0.0,49.25,15.75,364.8181818181818,145.0,16.333333333333332,3.0,45.54545454545455,26.0,25.0,471.0,4.833333333333333
2015,lajedo,26,33.57692307692308,417,62,493.0,588.0,370.0,0.0,195.0,18.0,197.0,41.0,56.0,14.0,679.0,374.0,41.0,7132.0,141.0,41.0,2147.0,65.0,5.0,1451.0,0.0,0.0,446.0,0.0,0.0,0.0,105.5,21.5,699.5454545454545,0.0,32.0,6.5,121.21428571428571,89.0,39.0,1468.0,4.0
2015,limoeiro,21,31.428571428571427,232,181,1153.0,1015.0,905.0,50.0,237.0,20.0,248.0,39.0,51.0,31.0,639.0,442.0,44.0,9010.0,135.0,36.0,2068.0,189.0,12.0,3123.0,44.5,3.5,430.2,0.0,0.0,0.0,73.5,16.25,480.45454545454544,0.0,67.25,12.75,329.57142857142856,88.0,33.0,1429.0,4.833333333333333
2015,macaparana,12,36.166666666666664,58,66,444.0,397.0,360.0,25.0,118.0,12.0,89.0,24.0,40.0,24.0,496.0,198.0,26.0,3664.0,79.0,25.0,1166.0,74.0,4.0,1226.0,22.5,2.0,216.0,0.0,0.0,0.0,50.75,18.0,321.27272727272725,0.0,11.0,2.0,52.54545454545455,39.0,24.0,670.0,4.3999999999999995
2015,machados,3,51.666666666666664,29,22,181.0,187.0,158.0,16.0,46.0,4.0,31.0,12.0,1.0,5.0,30.0,75.0,13.0,1624.0,26.0,11.0,432.0,25.0,1.0,542.0,0.0,0.0,135.5,0.0,0.0,0.0,28.333333333333332,6.0,161.72727272727272,0.0,5.25,2.0,25.181818181818183,26.0,11.0,402.0,4.7
2015,maraial,7,24.0,6,10,108.0,119.0,96.0,14.0,56.0,3.0,48.0,13.0,0.0,0.0,0.0,99.0,14.0,1918.0,12.0,13.0,278.0,24.0,1.0,337.0,12.0,1.0,77.6,0.0,0.0,0.0,36.0,9.333333333333334,214.5,0.0,0.0,0.0,0.0,12.0,13.0,278.0,3.9
2015,mirandiba,2,27.0,4,118,195.0,200.0,287.0,0.0,83.0,4.0,46.0,34.0,1.0,1.0,21.0,129.0,36.0,2575.0,21.0,5.0,400.0,37.0,3.0,682.0,29.0,2.0,191.42857142857142,0.0,0.0,0.0,28.75,9.75,203.63636363636363,0.0,4.5,1.5,12.833333333333334,20.0,5.0,379.0,4.5
2015,moreno,35,29.742857142857144,340,185,943.0,687.0,466.0,0.0,184.0,14.0,212.0,47.0,17.0,13.0,272.0,377.0,49.0,8163.0,91.0,44.0,1815.0,112.0,7.0,2096.0,28.0,2.0,462.0,0.0,0.0,0.0,71.0,16.75,594.2727272727273,0.0,45.5,12.25,230.5,79.0,44.0,1543.0,4.0
2015,olinda,140,27.87857142857143,5948,1853,4868.0,4445.0,3680.0,62.0,1282.0,100.0,1245.0,185.0,172.0,81.0,2780.0,2402.0,211.0,49757.0,594.0,154.0,10528.0,988.0,57.0,13055.0,310.5,22.5,1677.4615384615386,0.0,0.0,0.0,225.25,35.0,1740.8181818181818,0.0,417.5,83.5,2313.1428571428573,454.0,153.0,7748.0,3.9333333333333336
2015,ouricuri,24,35.708333333333336,111,173,1100.0,874.0,806.0,108.0,354.0,27.0,290.0,88.0,26.0,7.0,262.0,597.0,94.0,11731.0,121.0,42.0,1845.0,195.0,7.0,2921.0,43.5,3.0,445.2,0.0,0.0,36.75,139.5,34.25,930.3636363636364,33.0,35.5,5.25,118.85714285714286,97.0,42.0,1583.0,3.9333333333333336
2015,palmares,31,32.74193548387097,241,151,1140.0,956.0,1009.0,70.0,247.0,20.0,218.0,63.0,74.0,22.0,683.0,435.0,71.0,9931.0,136.0,65.0,2331.0,206.0,14.0,3175.0,28.0,4.0,581.6,0.0,0.0,0.0,87.75,26.5,702.0,0.0,60.75,14.75,320.46666666666664,71.0,64.0,1648.0,4.8
2015,palmeirina,3,20.333333333333332,5,8,99.0,101.0,102.0,0.0,29.0,1.0,39.0,16.0,10.0,2.0,122.0,67.0,17.0,1450.0,20.0,17.0,361.0,10.0,1.0,302.0,0.0,0.0,100.66666666666667,0.0,0.0,0.0,20.75,8.0,156.36363636363637,0.0,1.6666666666666667,1.0,13.0,10.0,16.0,239.0,3.7
2015,panelas,8,34.25,140,11,605.0,484.0,407.0,27.0,119.0,5.0,104.0,45.0,18.0,16.0,348.0,217.0,45.0,4118.0,44.0,41.0,1146.0,41.0,2.0,1523.0,0.0,0.0,380.75,0.0,0.0,0.0,60.5,25.0,433.45454545454544,0.0,8.25,1.75,45.09090909090909,28.0,41.0,798.0,5.9
2015,paranatama,5,46.0,14,28,165.0,129.0,131.0,0.0,72.0,1.0,53.0,33.0,4.0,1.0,86.0,122.0,34.0,2400.0,25.0,24.0,496.0,20.0,1.0,425.0,0.0,0.0,141.66666666666666,0.0,0.0,0.0,37.5,14.5,263.27272727272725,0.0,0.0,0.0,0.0,21.0,23.0,410.0,5.5
2015,parnamirim,12,31.25,19,78,413.0,350.0,312.0,0.0,97.0,5.0,57.0,30.0,29.0,3.0,247.0,146.0,32.0,3357.0,65.0,15.0,853.0,53.0,3.0,1075.0,32.0,2.0,240.28571428571428,0.0,0.0,0.0,44.75,11.75,310.6363636363636,0.0,4.0,1.0,26.571428571428573,36.0,14.0,606.0,4.8
2015,passira,6,40.833333333333336,61,44,452.0,406.0,374.0,0.0,92.0,5.0,94.0,23.0,16.0,9.0,403.0,183.0,23.0,4191.0,53.0,25.0,1144.0,60.0,3.0,1232.0,13.0,1.0,269.5,0.0,0.0,0.0,47.5,12.0,400.3636363636364,0.0,9.0,2.3333333333333335,78.0,38.0,20.0,741.0,5.3
2015,paudalho,33,26.757575757575758,375,269,752.0,728.0,733.0,0.0,184.0,12.0,213.0,37.0,10.0,10.0,194.0,384.0,43.0,8544.0,85.0,37.0,1713.0,116.0,6.0,2213.0,55.0,4.0,417.14285714285717,0.0,0.0,0.0,104.33333333333333,18.0,754.7,0.0,32.25,9.5,182.0909090909091,76.0,37.0,1519.0,3.8666666666666667
2015,paulista,110,27.59090909090909,4010,1499,4099.0,3539.0,3026.0,10.0,834.0,81.0,892.0,139.0,104.0,59.0,2025.0,1603.0,154.0,34326.0,412.0,128.0,7844.0,644.0,41.0,10674.0,145.5,11.0,1072.6153846153845,0.0,0.0,0.0,184.25,25.75,1375.0,0.0,290.25,70.0,1698.2142857142858,324.0,126.0,5819.0,4.1
2015,pedra,6,31.0,19,80,226.0,284.0,259.0,0.0,94.0,9.0,95.0,31.0,16.0,22.0,291.0,184.0,32.0,3397.0,57.0,29.0,932.0,50.0,2.0,769.0,18.0,1.5,174.5,0.0,0.0,0.0,46.0,19.75,299.54545454545456,0.0,9.333333333333334,3.0,58.142857142857146,41.0,29.0,641.0,4.1
2015,pesqueira,34,35.970588235294116,254,136,1007.0,906.0,806.0,71.0,369.0,31.0,319.0,101.0,59.0,57.0,906.0,604.0,103.0,10492.0,171.0,98.0,2905.0,216.0,11.0,3163.0,78.0,26.333333333333332,436.42857142857144,0.0,0.0,373.0,118.5,42.25,666.2727272727273,373.0,47.0,9.75,196.28571428571428,124.0,98.0,1999.0,4.233333333333333
2015,petrolina,125,31.464,2033,1432,6508.0,5370.0,4766.0,323.0,1271.0,93.0,990.0,141.0,560.0,188.0,7509.0,2146.0,181.0,55300.0,1000.0,247.0,18141.0,1089.0,58.0,17297.0,339.5,19.5,2134.3846153846152,0.0,0.0,165.8,307.0,50.5,3341.3636363636365,330.0,358.25,105.75,1814.7857142857142,466.0,242.0,10632.0,5.166666666666666
2015,pombos,8,31.375,161,43,234.0,210.0,171.0,0.0,103.0,5.0,77.0,35.0,22.0,40.0,494.0,172.0,37.0,3872.0,57.0,42.0,1251.0,30.0,1.0,615.0,0.0,0.0,205.0,0.0,0.0,0.0,45.75,23.75,359.6363636363636,0.0,14.25,8.666666666666666,166.71428571428572,35.0,41.0,757.0,3.9
2015,primavera,4,31.75,46,19,132.0,115.0,115.0,21.0,44.0,2.0,59.0,16.0,8.0,4.0,140.0,98.0,16.0,2005.0,28.0,17.0,531.0,26.0,1.0,383.0,0.0,0.0,95.75,0.0,0.0,0.0,23.5,6.75,182.0,0.0,10.25,2.75,48.54545454545455,20.0,16.0,391.0,4.8
2015,recife,546,28.256410256410255,32831,7936,25063.0,21950.0,19165.0,610.0,4472.0,312.0,4775.0,628.0,1136.0,411.0,17207.0,8846.0,744.0,185263.0,2769.0,679.0,47860.0,3824.0,204.0,67036.0,678.6666666666666,46.0,6447.466666666666,85.0,2.0,313.875,936.5,126.25,7045.181818181818,248.0,1651.0,329.5,8229.266666666666,1827.0,612.0,30653.0,4.833333333333333
2015,riacho das almas,15,31.733333333333334,105,31,324.0,219.0,176.0,36.0,86.0,8.0,87.0,28.0,16.0,5.0,219.0,168.0,28.0,3107.0,39.0,27.0,887.0,32.0,2.0,755.0,0.0,0.0,184.75,0.0,0.0,0.0,39.5,13.25,308.09090909090907,0.0,14.25,3.75,47.76923076923077,24.0,27.0,668.0,4.5
2015,rio formoso,14,34.714285714285715,92,11,296.0,313.0,271.0,65.0,91.0,5.0,89.0,23.0,22.0,17.0,527.0,168.0,23.0,4046.0,52.0,23.0,1305.0,54.0,3.0,945.0,0.0,0.0,236.25,0.0,0.0,0.0,45.5,13.5,423.3636363636364,0.0,13.75,3.0,63.09090909090909,32.0,21.0,778.0,4.1
2015,salgueiro,19,28.94736842105263,167,386,1055.0,1055.0,1156.0,86.0,222.0,22.0,223.0,36.0,45.0,13.0,624.0,434.0,44.0,10199.0,138.0,30.0,2870.0,246.0,13.0,3352.0,45.666666666666664,6.0,446.6923076923077,0.0,0.0,65.5,75.5,12.25,670.0909090909091,0.0,40.75,8.0,212.92857142857142,95.0,28.0,2246.0,4.6000000000000005
2015,santa cruz,6,28.833333333333332,9,6,191.0,144.0,115.0,0.0,57.0,4.0,64.0,20.0,12.0,5.0,170.0,116.0,21.0,2361.0,33.0,19.0,604.0,23.0,1.0,450.0,0.0,0.0,150.0,0.0,0.0,0.0,38.5,12.0,269.54545454545456,0.0,0.0,0.0,0.0,21.0,19.0,434.0,4.6
2015,santa cruz da baixa verde,5,37.4,15,35,71.0,160.0,152.0,15.0,56.0,5.0,43.0,9.0,14.0,6.0,245.0,99.0,11.0,1749.0,33.0,9.0,622.0,35.0,2.0,398.0,24.0,2.0,90.25,0.0,0.0,0.0,25.75,6.25,173.8181818181818,0.0,4.5,1.0,22.5,19.0,9.0,377.0,5.366666666666667
2015,santa cruz do capibaribe,49,28.53061224489796,1825,139,1623.0,1288.0,1091.0,17.0,327.0,29.0,317.0,36.0,105.0,27.0,1566.0,608.0,40.0,15290.0,232.0,34.0,4782.0,243.0,15.0,4092.0,46.0,3.0,561.7,0.0,0.0,0.0,110.75,11.5,935.6363636363636,73.0,97.75,17.25,589.6428571428571,132.0,29.0,3216.0,4.666666666666667
2015,santa filomena,1,35.0,3,6,231.0,157.0,144.0,0.0,64.0,5.0,49.0,18.0,6.0,2.0,114.0,112.0,20.0,2277.0,20.0,17.0,458.0,24.0,1.0,532.0,0.0,0.0,177.33333333333334,0.0,0.0,0.0,33.25,10.5,248.63636363636363,0.0,0.0,0.0,0.0,14.0,17.0,344.0,5.2
2015,santa maria da boa vista,14,36.92857142857143,63,91,814.0,624.0,636.0,24.0,221.0,23.0,165.0,49.0,14.0,6.0,192.0,348.0,54.0,8207.0,65.0,52.0,1446.0,101.0,4.0,2098.0,30.0,2.5,340.77777777777777,0.0,0.0,0.0,90.5,28.25,734.8181818181819,0.0,11.25,2.5,60.1,51.0,50.0,1254.0,3.8000000000000003
2015,serra talhada,24,33.833333333333336,237,440,1309.0,1085.0,1030.0,0.0,320.0,24.0,273.0,81.0,56.0,13.0,668.0,556.0,84.0,12481.0,147.0,80.0,2955.0,223.0,12.0,3424.0,79.5,6.0,713.8888888888889,0.0,0.0,0.0,109.5,38.5,848.7272727272727,0.0,41.0,7.75,221.35714285714286,92.0,79.0,2287.0,4.566666666666667
2015,serrita,3,35.0,5,54,222.0,215.0,180.0,0.0,68.0,5.0,71.0,21.0,17.0,2.0,385.0,139.0,22.0,2977.0,43.0,21.0,1006.0,23.0,1.0,617.0,0.0,0.0,205.66666666666666,0.0,0.0,0.0,44.25,11.25,353.6363636363636,0.0,3.5,1.0,15.5,26.0,19.0,621.0,4.4
2015,surubim,16,33.1875,312,255,877.0,799.0,692.0,0.0,204.0,13.0,232.0,50.0,53.0,12.0,568.0,417.0,51.0,9426.0,136.0,49.0,2293.0,144.0,8.0,2368.0,31.0,1.0,375.0,0.0,0.0,0.0,90.0,21.5,685.5454545454545,0.0,50.25,9.0,280.07142857142856,85.0,48.0,1725.0,4.633333333333333
2015,tabira,3,37.666666666666664,38,92,367.0,370.0,337.0,11.0,92.0,10.0,103.0,20.0,21.0,18.0,327.0,181.0,22.0,4070.0,52.0,20.0,1092.0,60.0,3.0,1085.0,38.0,2.0,217.75,0.0,0.0,0.0,43.75,14.5,366.09090909090907,0.0,12.5,2.0,43.45454545454545,39.0,20.0,765.0,4.966666666666666
2015,tacaratu,1,16.0,8,40,569.0,439.0,363.0,68.0,128.0,11.0,91.0,25.0,49.0,11.0,393.0,216.0,26.0,3465.0,98.0,26.0,1185.0,104.0,8.0,1439.0,23.5,7.0,161.53333333333333,0.0,0.0,0.0,52.0,9.5,318.09090909090907,0.0,5.0,1.0,15.181818181818182,50.0,23.0,792.0,4.75
2015,taquaritinga do norte,12,26.166666666666668,393,66,272.0,232.0,208.0,0.0,87.0,12.0,84.0,12.0,24.0,7.0,425.0,167.0,14.0,3729.0,61.0,12.0,1157.0,27.0,2.0,712.0,7.0,1.0,136.5,0.0,0.0,0.0,40.5,6.0,344.8181818181818,0.0,17.5,4.5,89.63636363636364,38.0,12.0,732.0,4.966666666666667
2015,terezinha,1,16.0,7,16,107.0,88.0,82.0,0.0,23.0,2.0,28.0,15.0,3.0,1.0,58.0,51.0,16.0,1270.0,8.0,16.0,264.0,14.0,1.0,277.0,8.0,1.0,99.4,0.0,0.0,0.0,13.0,8.0,146.0,0.0,0.0,0.0,0.0,5.0,15.0,206.0,5.266666666666667
2015,terra nova,2,38.0,11,36,120.0,95.0,104.0,0.0,34.0,3.0,31.0,6.0,10.0,1.0,134.0,64.0,8.0,1538.0,22.0,5.0,390.0,17.0,1.0,319.0,11.0,1.0,101.2,0.0,0.0,0.0,19.75,3.25,158.27272727272728,0.0,0.0,0.0,0.0,13.0,4.0,256.0,4.9
2015,toritama,31,30.677419354838708,515,65,524.0,339.0,374.0,0.0,130.0,12.0,163.0,24.0,28.0,13.0,605.0,283.0,28.0,6774.0,88.0,19.0,2020.0,51.0,3.0,1237.0,24.0,2.0,294.0,0.0,0.0,0.0,68.0,10.75,590.4545454545455,0.0,26.75,5.75,172.16666666666666,65.0,19.0,1415.0,3.8
2015,trindade,30,31.166666666666668,37,106,505.0,432.0,394.0,51.0,128.0,7.0,130.0,27.0,19.0,20.0,479.0,236.0,29.0,5816.0,75.0,23.0,1711.0,84.0,4.0,1463.0,24.0,1.5,227.2,0.0,0.0,0.0,62.5,15.75,556.8181818181819,81.0,13.0,2.75,45.61538461538461,57.0,23.0,1232.0,4.633333333333334
2015,triunfo,4,32.75,9,19,176.0,215.0,215.0,0.0,68.0,9.0,53.0,14.0,15.0,9.0,228.0,104.0,17.0,2235.0,34.0,14.0,649.0,30.0,2.0,606.0,7.0,1.0,143.4,0.0,0.0,0.0,27.0,8.75,206.54545454545453,0.0,11.0,2.25,45.54545454545455,21.0,13.0,421.0,5.9
2015,tupanatinga,7,37.0,11,38,288.0,289.0,214.0,0.0,83.0,3.0,90.0,55.0,1.0,37.0,208.0,171.0,56.0,4295.0,19.0,51.0,869.0,30.0,1.0,791.0,4.0,1.5,94.44444444444444,0.0,0.0,0.0,46.0,35.75,464.09090909090907,0.0,0.0,0.0,0.0,18.0,51.0,661.0,6.05
2015,venturosa,3,21.333333333333332,19,45,202.0,176.0,184.0,0.0,86.0,9.0,61.0,24.0,10.0,20.0,212.0,141.0,25.0,2791.0,37.0,22.0,690.0,25.0,2.0,562.0,9.5,1.0,97.75,0.0,0.0,0.0,36.25,16.5,263.90909090909093,0.0,5.75,1.75,32.54545454545455,27.0,22.0,478.0,4.933333333333334
2015,verdejante,4,26.25,11,40,110.0,89.0,119.0,13.0,35.0,5.0,45.0,10.0,21.0,1.0,220.0,77.0,10.0,1480.0,38.0,11.0,481.0,14.0,1.0,331.0,0.0,0.0,82.75,0.0,0.0,0.0,28.0,6.0,173.0,0.0,3.0,1.0,14.5,17.0,10.0,261.0,4.4
2017,abreu e lima,70,27.65714285714286,1540,365,1211.0,1112.0,985.0,0.0,268.0,22.0,315.0,61.0,21.0,18.0,444.0,551.0,68.0,12707.0,113.0,57.0,2402.0,216.0,13.0,3317.0,87.0,6.0,768.2222222222222,0.0,0.0,0.0,115.0,32.0,944.0,9.0,75.5,20.5,417.7142857142857,95.0,57.0,1958.0,4.366666666666666
2017,afogados da ingazeira,7,36.57142857142857,39,212,374.0,467.0,302.0,22.0,143.0,13.0,118.0,30.0,27.0,15.0,508.0,254.0,32.0,5778.0,68.0,27.0,1667.0,104.0,5.0,1366.0,20.0,1.5,227.85714285714286,0.0,0.0,201.0,64.5,19.0,544.9090909090909,201.0,14.333333333333334,2.0,78.53846153846153,43.0,27.0,1159.0,5.5
2017,agrestina,17,34.470588235294116,511,61,249.0,189.0,188.0,12.0,94.0,8.0,102.0,24.0,21.0,20.0,349.0,188.0,24.0,3694.0,82.0,26.0,1091.0,30.0,1.0,638.0,0.0,0.0,159.5,0.0,0.0,0.0,55.5,15.0,349.6363636363636,0.0,16.0,4.25,85.36363636363636,63.0,25.0,742.0,4.4
2017,altinho,25,27.16,173,23,300.0,246.0,224.0,0.0,73.0,8.0,84.0,32.0,10.0,5.0,143.0,144.0,32.0,2945.0,31.0,30.0,619.0,39.0,2.0,836.0,10.5,1.0,145.55555555555554,0.0,0.0,0.0,28.75,14.5,205.0,66.0,16.75,3.75,75.9090909090909,21.0,30.0,476.0,4.133333333333334
2017,amaraji,21,29.666666666666668,74,43,231.0,209.0,108.0,0.0,84.0,4.0,78.0,29.0,32.0,4.0,375.0,157.0,30.0,3586.0,76.0,29.0,987.0,21.0,2.0,548.0,0.0,0.0,182.66666666666666,0.0,0.0,0.0,47.5,13.5,320.09090909090907,0.0,13.5,3.0,95.63636363636364,45.0,29.0,612.0,4.5
2017,angelim,4,29.5,46,8,122.0,125.0,106.0,0.0,40.0,2.0,40.0,12.0,4.0,10.0,76.0,79.0,12.0,1622.0,14.0,12.0,339.0,13.0,1.0,353.0,0.0,0.0,117.66666666666667,0.0,0.0,0.0,23.75,9.0,178.27272727272728,0.0,0.0,0.0,0.0,11.0,12.0,263.0,4.4
2017,araripina,34,31.676470588235293,468,308,1168.0,756.0,823.0,35.0,355.0,22.0,358.0,95.0,48.0,28.0,719.0,652.0,104.0,14350.0,174.0,93.0,3528.0,221.0,15.0,3110.0,79.0,5.0,611.1,0.0,0.0,0.0,141.5,48.25,1086.1818181818182,328.0,48.0,8.75,209.21428571428572,129.0,93.0,2809.0,4.333333333333333
2017,arcoverde,34,31.705882352941178,461,404,1131.0,959.0,900.0,24.0,216.0,15.0,285.0,41.0,33.0,18.0,959.0,487.0,48.0,11846.0,112.0,39.0,2937.0,174.0,10.0,3100.0,75.0,5.5,597.1818181818181,0.0,0.0,0.0,88.33333333333333,13.25,595.1818181818181,86.0,55.75,12.0,340.5,84.0,38.0,1978.0,5.466666666666666
2017,barra de guabiraba,13,33.23076923076923,80,18,87.0,102.0,129.0,0.0,28.0,1.0,46.0,9.0,7.0,3.0,74.0,73.0,10.0,1886.0,22.0,9.0,384.0,15.0,1.0,381.0,0.0,0.0,95.25,0.0,0.0,0.0,21.25,4.5,189.36363636363637,63.0,4.0,1.3333333333333333,26.714285714285715,15.0,9.0,310.0,6.4
2017,barreiros,24,32.666666666666664,154,130,823.0,731.0,616.0,0.0,172.0,19.0,183.0,37.0,18.0,10.0,343.0,327.0,41.0,7329.0,80.0,37.0,1840.0,162.0,8.0,2244.0,39.0,3.0,302.25,0.0,0.0,132.0,61.75,15.5,547.8181818181819,74.0,40.75,9.25,183.78571428571428,63.0,36.0,1497.0,4.4
2017,belo jardim,60,29.8,832,215,1288.0,1028.0,963.0,129.0,294.0,20.0,323.0,70.0,65.0,20.0,893.0,590.0,77.0,11837.0,173.0,72.0,3205.0,194.0,10.0,3440.0,64.0,5.0,482.77777777777777,0.0,0.0,113.33333333333333,126.25,31.25,831.6363636363636,32.0,59.25,12.0,332.07142857142856,109.0,68.0,2312.0,4.233333333333333
2017,bezerros,49,30.20408163265306,927,166,852.0,695.0,642.0,9.0,210.0,17.0,204.0,48.0,61.0,24.0,819.0,386.0,53.0,8075.0,143.0,43.0,2236.0,116.0,7.0,2235.0,59.0,4.0,350.55555555555554,0.0,0.0,0.0,83.75,19.5,609.1818181818181,37.0,47.5,12.25,192.14285714285714,88.0,42.0,1417.0,5.333333333333333
2017,bom conselho,9,28.22222222222222,81,85,652.0,517.0,361.0,0.0,160.0,10.0,165.0,47.0,19.0,10.0,320.0,309.0,51.0,8026.0,71.0,39.0,1422.0,67.0,3.0,1530.0,9.0,1.0,238.875,0.0,0.0,0.0,79.25,22.5,713.1818181818181,0.0,17.75,3.5,87.28571428571429,54.0,39.0,1102.0,4.633333333333334
2017,bom jardim,27,39.74074074074074,181,78,463.0,345.0,205.0,0.0,154.0,14.0,139.0,43.0,22.0,7.0,277.0,283.0,46.0,5163.0,80.0,43.0,1282.0,47.0,4.0,1048.0,0.0,0.0,260.75,0.0,0.0,0.0,80.25,23.0,522.5454545454545,35.0,15.0,3.75,58.5,58.0,43.0,1005.0,5.1
2017,bonito,24,32.458333333333336,297,41,769.0,618.0,451.0,0.0,138.0,10.0,133.0,33.0,23.0,5.0,288.0,252.0,35.0,6109.0,68.0,33.0,1444.0,78.0,4.0,1838.0,0.0,0.0,561.0,0.0,0.0,0.0,73.0,16.75,475.0,0.0,13.25,3.5,96.18181818181819,46.0,33.0,1156.0,7.2
2017,brejinho,4,46.75,29,9,114.0,75.0,40.0,0.0,21.0,2.0,37.0,12.0,6.0,2.0,93.0,58.0,13.0,1292.0,16.0,13.0,324.0,11.0,1.0,229.0,5.0,1.0,64.5,0.0,0.0,0.0,17.25,7.0,144.27272727272728,0.0,0.0,0.0,0.0,10.0,13.0,231.0,6.1
2017,brejo da madre de deus,29,26.96551724137931,325,86,409.0,399.0,301.0,0.0,173.0,8.0,245.0,53.0,58.0,30.0,828.0,401.0,55.0,7553.0,141.0,48.0,2059.0,48.0,2.0,1244.0,0.0,0.0,309.25,0.0,0.0,0.0,124.0,30.5,763.2727272727273,135.0,17.5,4.25,94.07692307692308,86.0,48.0,1231.0,4.5
2017,buenos aires,8,30.25,40,46,145.0,108.0,86.0,0.0,39.0,3.0,44.0,17.0,12.0,13.0,261.0,80.0,18.0,1941.0,33.0,13.0,578.0,20.0,2.0,339.0,12.0,1.0,94.57142857142857,0.0,0.0,0.0,21.0,9.0,180.63636363636363,0.0,7.0,3.0,29.857142857142858,22.0,13.0,317.0,4.25
2017,cabo de santo agostinho,191,27.910994764397905,3231,808,3154.0,2767.0,2861.0,0.0,630.0,49.0,713.0,115.0,173.0,44.0,1553.0,1314.0,124.0,30931.0,498.0,112.0,6278.0,399.0,21.0,8873.0,21.0,2.5,722.0,0.0,0.0,0.0,346.25,53.5,2532.6363636363635,91.0,112.75,23.5,631.2142857142857,339.0,105.0,4725.0,5.066666666666666
2017,cachoeirinha,13,33.38461538461539,128,30,289.0,101.0,154.0,0.0,66.0,6.0,72.0,12.0,4.0,3.0,65.0,130.0,13.0,2983.0,30.0,12.0,600.0,18.0,1.0,544.0,24.0,1.0,180.28571428571428,0.0,0.0,0.0,23.5,5.25,195.72727272727272,0.0,12.75,2.75,64.72727272727273,26.0,12.0,535.0,4.966666666666667
2017,camaragibe,91,28.373626373626372,2362,606,2548.0,2163.0,2134.0,59.0,502.0,35.0,458.0,62.0,67.0,36.0,881.0,896.0,73.0,20289.0,210.0,55.0,3855.0,445.0,25.0,7002.0,164.0,10.0,1123.923076923077,0.0,0.0,0.0,78.75,15.75,1022.25,98.0,136.75,26.25,596.9285714285714,153.0,55.0,2974.0,5.233333333333333
2017,camutanga,2,24.5,55,15,98.0,77.0,93.0,0.0,19.0,1.0,41.0,12.0,7.0,4.0,133.0,60.0,13.0,1510.0,21.0,12.0,466.0,14.0,1.0,268.0,0.0,0.0,89.33333333333333,0.0,0.0,0.0,12.75,5.0,128.72727272727272,0.0,10.333333333333334,3.0,80.0,14.0,12.0,333.0,4.7
2017,canhotinho,12,35.75,92,39,268.0,210.0,116.0,0.0,79.0,6.0,90.0,28.0,32.0,18.0,326.0,163.0,29.0,3475.0,60.0,25.0,944.0,27.0,2.0,594.0,9.0,1.0,173.25,0.0,0.0,0.0,53.0,17.5,356.8181818181818,0.0,8.0,2.0,56.42857142857143,39.0,25.0,618.0,4.05
2017,capoeiras,12,27.666666666666668,60,17,345.0,267.0,195.0,0.0,73.0,4.0,72.0,25.0,14.0,19.0,259.0,144.0,25.0,2745.0,36.0,24.0,765.0,29.0,1.0,807.0,0.0,0.0,269.0,0.0,0.0,0.0,42.5,17.5,307.1818181818182,0.0,5.5,1.0,21.833333333333332,22.0,24.0,506.0,5.0
2017,carnaubeira da penha,4,28.75,2,16,249.0,172.0,196.0,6.0,154.0,9.0,104.0,59.0,22.0,27.0,240.0,239.0,59.0,2588.0,43.0,69.0,623.0,78.0,9.0,623.0,70.66666666666667,23.0,176.86666666666667,0.0,0.0,0.0,23.75,14.0,107.36363636363636,0.0,0.0,0.0,0.0,21.0,53.0,383.0,4.4
2017,carpina,42,26.30952380952381,1233,276,1068.0,1111.0,917.0,0.0,294.0,27.0,333.0,52.0,82.0,45.0,1198.0,581.0,59.0,10499.0,214.0,48.0,3317.0,222.0,13.0,3096.0,46.5,4.0,584.5,0.0,0.0,0.0,81.75,13.0,618.0,0.0,112.75,28.0,388.42857142857144,137.0,48.0,2119.0,4.666666666666667
